BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
BRONX,THROGS NECK,02-TWO FAMILY DWELLINGS,104,275000,747634,740000,1346000,2021
BRONX,THROGS NECK,03-THREE FAMILY DWELLINGS,15,815000,1017533,958000,1350000,2021
BRONX,WAKEFIELD,01-ONE FAMILY DWELLINGS,50,249266,511967,527500,1015000,2021
BRONX,WAKEFIELD,02-TWO FAMILY DWELLINGS,74,240000,617698,625000,900000,2021
BRONX,WAKEFIELD,03-THREE FAMILY DWELLINGS,16,261500,744156,722500,1265000,2021
BRONX,WESTCHESTER,01-ONE FAMILY DWELLINGS,26,360000,568317,555000,824250,2021
BRONX,WESTCHESTER,02-TWO FAMILY DWELLINGS,44,330750,694507,740000,1075000,2021
BRONX,WESTCHESTER,03-THREE FAMILY DWELLINGS,10,665000,885040,912500,1085500,2021
BRONX,WILLIAMSBRIDGE,01-ONE FAMILY DWELLINGS,60,200000,523738,514000,2100000,2021
BRONX,WILLIAMSBRIDGE,02-TWO FAMILY DWELLINGS,113,200000,684421,703514,1578288,2021
BRONX,WILLIAMSBRIDGE,03-THREE FAMILY DWELLINGS,47,350500,773404,792000,999999,2021
BRONX,WOODLAWN,01-ONE FAMILY DWELLINGS,18,300000,593494,592500,850000,2021
BRONX,WOODLAWN,02-TWO FAMILY DWELLINGS,23,222300,723830,750000,1050000,2021
BRONX,WOODLAWN,03-THREE FAMILY DWELLINGS,1,950000,950000,950000,950000,2021
BROOKLYN,BATH BEACH,01-ONE FAMILY DWELLINGS,21,388500,924167,855000,2800000,2021
BROOKLYN,BATH BEACH,02-TWO FAMILY DWELLINGS,80,240000,1114065,1029750,2330000,2021
BROOKLYN,BATH BEACH,03-THREE FAMILY DWELLINGS,31,300000,1594687,1570000,2341975,2021
BROOKLYN,BAY RIDGE,01-ONE FAMILY DWELLINGS,140,250000,1272806,1185000,4125000,2021
BROOKLYN,BAY RIDGE,02-TWO FAMILY DWELLINGS,146,387500,1357398,1300000,4350000,2021
BROOKLYN,BAY RIDGE,03-THREE FAMILY DWELLINGS,20,350000,1331375,1343000,2410000,2021
BROOKLYN,BEDFORD STUYVESANT,01-ONE FAMILY DWELLINGS,43,233639,1455970,1425000,2900000,2021
BROOKLYN,BEDFORD STUYVESANT,02-TWO FAMILY DWELLINGS,242,230000,1583517,1462500,4000000,2021
BROOKLYN,BEDFORD STUYVESANT,03-THREE FAMILY DWELLINGS,113,290000,1635265,1480000,4550000,2021
BROOKLYN,BENSONHURST,01-ONE FAMILY DWELLINGS,46,710000,1057652,960000,1900000,2021
BROOKLYN,BENSONHURST,02-TWO FAMILY DWELLINGS,141,333000,1217419,1200000,2880000,2021
BROOKLYN,BENSONHURST,03-THREE FAMILY DWELLINGS,48,600000,1421331,1356500,2494713,2021
BROOKLYN,BERGEN BEACH,01-ONE FAMILY DWELLINGS,82,250000,777792,777500,1470000,2021
BROOKLYN,BERGEN BEACH,02-TWO FAMILY DWELLINGS,40,450000,928950,935000,1495000,2021
BROOKLYN,BERGEN BEACH,03-THREE FAMILY DWELLINGS,26,400000,1022904,985000,1540000,2021
BROOKLYN,BOERUM HILL,01-ONE FAMILY DWELLINGS,9,2500000,3492444,3150000,5850000,2021
BROOKLYN,BOERUM HILL,02-TWO FAMILY DWELLINGS,26,200000,3483000,2812500,9000000,2021
BROOKLYN,BOERUM HILL,03-THREE FAMILY DWELLINGS,13,1680000,2607462,2500000,4000000,2021
BROOKLYN,BOROUGH PARK,01-ONE FAMILY DWELLINGS,98,245000,1312401,1173138,3700000,2021
BROOKLYN,BOROUGH PARK,02-TWO FAMILY DWELLINGS,221,200000,1338612,1300000,3640000,2021
BROOKLYN,BOROUGH PARK,03-THREE FAMILY DWELLINGS,82,300000,1694385,1700000,3300000,2021
BROOKLYN,BRIGHTON BEACH,01-ONE FAMILY DWELLINGS,9,280000,454444,450000,725000,2021
BROOKLYN,BRIGHTON BEACH,02-TWO FAMILY DWELLINGS,23,600000,948299,905000,2100000,2021
BROOKLYN,BRIGHTON BEACH,03-THREE FAMILY DWELLINGS,9,695000,955278,950000,1225000,2021
BROOKLYN,BROOKLYN HEIGHTS,01-ONE FAMILY DWELLINGS,16,2325000,6257000,6212500,12000000,2021
BROOKLYN,BROOKLYN HEIGHTS,02-TWO FAMILY DWELLINGS,15,4825000,6210667,5650000,10350000,2021
BROOKLYN,BROOKLYN HEIGHTS,03-THREE FAMILY DWELLINGS,1,12750000,12750000,12750000,12750000,2021
BROOKLYN,BROWNSVILLE,01-ONE FAMILY DWELLINGS,44,266000,555861,544750,835000,2021
BROOKLYN,BROWNSVILLE,02-TWO FAMILY DWELLINGS,28,340000,740039,750000,1900000,2021
BROOKLYN,BROWNSVILLE,03-THREE FAMILY DWELLINGS,5,480193,764839,900000,999000,2021
BROOKLYN,BUSH TERMINAL,02-TWO FAMILY DWELLINGS,5,740000,910500,900000,1107500,2021
BROOKLYN,BUSHWICK,01-ONE FAMILY DWELLINGS,5,640000,1075500,1126500,1390000,2021
BROOKLYN,BUSHWICK,02-TWO FAMILY DWELLINGS,140,375000,1179353,1166500,2485000,2021
BROOKLYN,BUSHWICK,03-THREE FAMILY DWELLINGS,52,200000,1262833,1220000,3000000,2021
BROOKLYN,CANARSIE,01-ONE FAMILY DWELLINGS,92,225000,564334,580000,1325000,2021
BROOKLYN,CANARSIE,02-TWO FAMILY DWELLINGS,210,200000,742974,760000,1030000,2021
BROOKLYN,CANARSIE,03-THREE FAMILY DWELLINGS,29,365040,831820,850000,1040000,2021
BROOKLYN,CARROLL GARDENS,01-ONE FAMILY DWELLINGS,7,2810000,4646214,3675000,6700000,2021
BROOKLYN,CARROLL GARDENS,02-TWO FAMILY DWELLINGS,22,1702000,2929409,2790000,5200000,2021
BROOKLYN,CARROLL GARDENS,03-THREE FAMILY DWELLINGS,22,1050000,2842168,2950000,6400000,2021
BROOKLYN,CLINTON HILL,01-ONE FAMILY DWELLINGS,9,1215000,3392778,2825000,9050000,2021
BROOKLYN,CLINTON HILL,02-TWO FAMILY DWELLINGS,31,330000,2496613,2590000,4425000,2021
BROOKLYN,CLINTON HILL,03-THREE FAMILY DWELLINGS,23,519000,2353624,2500000,3990000,2021
BROOKLYN,COBBLE HILL,01-ONE FAMILY DWELLINGS,18,300000,4478309,4450000,6800000,2021
BROOKLYN,COBBLE HILL,02-TWO FAMILY DWELLINGS,13,900000,4693077,4135000,8500000,2021
BROOKLYN,COBBLE HILL,03-THREE FAMILY DWELLINGS,4,2554000,3857250,3750000,5375000,2021
BROOKLYN,COBBLE HILL-WEST,01-ONE FAMILY DWELLINGS,2,1750000,1750000,1750000,1750000,2021
BROOKLYN,COBBLE HILL-WEST,02-TWO FAMILY DWELLINGS,5,925000,1634800,1400000,2750000,2021
BROOKLYN,COBBLE HILL-WEST,03-THREE FAMILY DWELLINGS,1,2575000,2575000,2575000,2575000,2021
BROOKLYN,CONEY ISLAND,01-ONE FAMILY DWELLINGS,23,250000,551717,575000,675000,2021
BROOKLYN,CONEY ISLAND,02-TWO FAMILY DWELLINGS,2,825000,868750,868750,912500,2021
BROOKLYN,CONEY ISLAND,03-THREE FAMILY DWELLINGS,1,999900,999900,999900,999900,2021
BROOKLYN,CROWN HEIGHTS,01-ONE FAMILY DWELLINGS,34,375000,1604618,1562500,4000000,2021
BROOKLYN,CROWN HEIGHTS,02-TWO FAMILY DWELLINGS,108,400000,1373406,1237500,3950000,2021
BROOKLYN,CROWN HEIGHTS,03-THREE FAMILY DWELLINGS,31,700000,2102051,1300000,22072796,2021
BROOKLYN,CYPRESS HILLS,01-ONE FAMILY DWELLINGS,37,279000,674088,665000,1650000,2021
BROOKLYN,CYPRESS HILLS,02-TWO FAMILY DWELLINGS,95,220000,770050,800000,1290000,2021
BROOKLYN,CYPRESS HILLS,03-THREE FAMILY DWELLINGS,18,665000,845667,832500,1113000,2021
BROOKLYN,DOWNTOWN-FULTON FERRY,01-ONE FAMILY DWELLINGS,2,4260000,4355000,4355000,4450000,2021
BROOKLYN,DOWNTOWN-FULTON FERRY,02-TWO FAMILY DWELLINGS,2,1975000,2485000,2485000,2995000,2021
BROOKLYN,DOWNTOWN-FULTON MALL,01-ONE FAMILY DWELLINGS,1,3975000,3975000,3975000,3975000,2021
BROOKLYN,DOWNTOWN-FULTON MALL,02-TWO FAMILY DWELLINGS,5,2925000,4995000,4300000,9000000,2021
BROOKLYN,DOWNTOWN-METROTECH,01-ONE FAMILY DWELLINGS,1,2999000,2999000,2999000,2999000,2021
BROOKLYN,DOWNTOWN-METROTECH,03-THREE FAMILY DWELLINGS,1,2700000,2700000,2700000,2700000,2021
BROOKLYN,DYKER HEIGHTS,01-ONE FAMILY DWELLINGS,95,280000,1034984,960000,2810000,2021
BROOKLYN,DYKER HEIGHTS,02-TWO FAMILY DWELLINGS,92,343507,1303325,1317500,2300000,2021
BROOKLYN,DYKER HEIGHTS,03-THREE FAMILY DWELLINGS,24,990000,1467083,1487500,1950000,2021
BROOKLYN,EAST NEW YORK,01-ONE FAMILY DWELLINGS,90,260000,535789,542500,785000,2021
BROOKLYN,EAST NEW YORK,02-TWO FAMILY DWELLINGS,203,285000,722897,745000,1300000,2021
BROOKLYN,EAST NEW YORK,03-THREE FAMILY DWELLINGS,63,340000,846581,845000,1347775,2021
BROOKLYN,FLATBUSH-CENTRAL,01-ONE FAMILY DWELLINGS,86,294000,1648740,1702500,3625000,2021
BROOKLYN,FLATBUSH-CENTRAL,02-TWO FAMILY DWELLINGS,49,525000,1575972,1500000,3950000,2021
BROOKLYN,FLATBUSH-CENTRAL,03-THREE FAMILY DWELLINGS,12,200000,1054284,1110702,1985000,2021
BROOKLYN,FLATBUSH-EAST,01-ONE FAMILY DWELLINGS,195,250000,682896,678400,1300000,2021
BROOKLYN,FLATBUSH-EAST,02-TWO FAMILY DWELLINGS,137,200000,755313,720000,1795000,2021
BROOKLYN,FLATBUSH-EAST,03-THREE FAMILY DWELLINGS,16,550000,869238,874000,1340000,2021
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,01-ONE FAMILY DWELLINGS,37,700000,1901512,1950000,2822000,2021
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,02-TWO FAMILY DWELLINGS,21,875000,1462375,1450000,2400000,2021
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,03-THREE FAMILY DWELLINGS,13,995000,1371538,1450000,1805000,2021
BROOKLYN,FLATBUSH-NORTH,01-ONE FAMILY DWELLINGS,29,227469,666361,660000,1450000,2021
BROOKLYN,FLATBUSH-NORTH,02-TWO FAMILY DWELLINGS,59,354900,822490,780000,1875000,2021
BROOKLYN,FLATBUSH-NORTH,03-THREE FAMILY DWELLINGS,13,375000,848387,920000,1230000,2021
BROOKLYN,FLATLANDS,01-ONE FAMILY DWELLINGS,53,207500,672998,680000,957500,2021
BROOKLYN,FLATLANDS,02-TWO FAMILY DWELLINGS,37,400000,735641,725000,999000,2021
BROOKLYN,FLATLANDS,03-THREE FAMILY DWELLINGS,4,825000,960000,907500,1200000,2021
BROOKLYN,FORT GREENE,01-ONE FAMILY DWELLINGS,5,1360000,2918500,2682500,4600000,2021
BROOKLYN,FORT GREENE,02-TWO FAMILY DWELLINGS,24,999999,3380833,3512500,5030000,2021
BROOKLYN,FORT GREENE,03-THREE FAMILY DWELLINGS,13,570000,2440769,2200000,4100000,2021
BROOKLYN,GERRITSEN BEACH,01-ONE FAMILY DWELLINGS,95,275000,577522,580000,900000,2021
BROOKLYN,GERRITSEN BEACH,02-TWO FAMILY DWELLINGS,11,300000,683727,715000,900000,2021
BROOKLYN,GOWANUS,01-ONE FAMILY DWELLINGS,6,1454000,2209000,2100000,3100000,2021
BROOKLYN,GOWANUS,02-TWO FAMILY DWELLINGS,26,940000,2292318,2042500,4200000,2021
BROOKLYN,GOWANUS,03-THREE FAMILY DWELLINGS,6,1380000,1898333,1845000,2875000,2021
BROOKLYN,GRAVESEND,01-ONE FAMILY DWELLINGS,69,200500,883106,870000,2015000,2021
BROOKLYN,GRAVESEND,02-TWO FAMILY DWELLINGS,131,350000,1093374,999000,1830000,2021
BROOKLYN,GRAVESEND,03-THREE FAMILY DWELLINGS,54,495000,1383636,1457500,2242000,2021
BROOKLYN,GREENPOINT,01-ONE FAMILY DWELLINGS,21,975000,2177643,1715000,4900000,2021
BROOKLYN,GREENPOINT,02-TWO FAMILY DWELLINGS,45,990000,1974356,1850000,4195000,2021
BROOKLYN,GREENPOINT,03-THREE FAMILY DWELLINGS,33,450000,1956153,1850000,4400000,2021
BROOKLYN,KENSINGTON,01-ONE FAMILY DWELLINGS,12,700000,1285885,1325061,1875000,2021
BROOKLYN,KENSINGTON,02-TWO FAMILY DWELLINGS,17,1112500,1592382,1595000,2350000,2021
BROOKLYN,KENSINGTON,03-THREE FAMILY DWELLINGS,8,400000,1350000,1452500,1730000,2021
BROOKLYN,MADISON,01-ONE FAMILY DWELLINGS,111,373000,1087097,970000,2600000,2021
BROOKLYN,MADISON,02-TWO FAMILY DWELLINGS,66,382407,1205177,1087500,2940000,2021
BROOKLYN,MADISON,03-THREE FAMILY DWELLINGS,6,1100000,1459333,1438000,1900000,2021
BROOKLYN,MANHATTAN BEACH,01-ONE FAMILY DWELLINGS,32,255528,1820265,1692500,4750000,2021
BROOKLYN,MANHATTAN BEACH,02-TWO FAMILY DWELLINGS,11,880000,1338091,1300000,1999999,2021
BROOKLYN,MANHATTAN BEACH,03-THREE FAMILY DWELLINGS,1,2510000,2510000,2510000,2510000,2021
BROOKLYN,MARINE PARK,01-ONE FAMILY DWELLINGS,212,290000,735583,720000,2160000,2021
BROOKLYN,MARINE PARK,02-TWO FAMILY DWELLINGS,68,424000,825471,825000,1250000,2021
BROOKLYN,MARINE PARK,03-THREE FAMILY DWELLINGS,6,210000,692667,670500,1225000,2021
BROOKLYN,MIDWOOD,01-ONE FAMILY DWELLINGS,145,325000,1208845,999000,7200000,2021
BROOKLYN,MIDWOOD,02-TWO FAMILY DWELLINGS,50,450000,1226299,1250000,2770000,2021
BROOKLYN,MIDWOOD,03-THREE FAMILY DWELLINGS,9,700000,1249222,1225000,1615000,2021
BROOKLYN,MILL BASIN,01-ONE FAMILY DWELLINGS,56,213900,1122892,982500,7200000,2021
BROOKLYN,MILL BASIN,02-TWO FAMILY DWELLINGS,41,462500,1006280,980000,1895000,2021
BROOKLYN,NAVY YARD,01-ONE FAMILY DWELLINGS,3,1800000,2306667,2370000,2750000,2021
BROOKLYN,NAVY YARD,03-THREE FAMILY DWELLINGS,1,1250000,1250000,1250000,1250000,2021
BROOKLYN,OCEAN HILL,01-ONE FAMILY DWELLINGS,7,250000,890143,912000,1650000,2021
BROOKLYN,OCEAN HILL,02-TWO FAMILY DWELLINGS,86,232750,1093499,1027500,2300000,2021
BROOKLYN,OCEAN HILL,03-THREE FAMILY DWELLINGS,38,370000,1110531,1100000,2110000,2021
BROOKLYN,OCEAN PARKWAY-NORTH,01-ONE FAMILY DWELLINGS,109,613000,1890028,1500000,6900000,2021
BROOKLYN,OCEAN PARKWAY-NORTH,02-TWO FAMILY DWELLINGS,107,700000,1853580,1550000,8000000,2021
BROOKLYN,OCEAN PARKWAY-NORTH,03-THREE FAMILY DWELLINGS,18,935000,1987775,1697500,3300000,2021
BROOKLYN,OCEAN PARKWAY-SOUTH,01-ONE FAMILY DWELLINGS,53,690000,2807085,2375000,9250000,2021
BROOKLYN,OCEAN PARKWAY-SOUTH,02-TWO FAMILY DWELLINGS,89,200000,1258635,1050000,4260000,2021
BROOKLYN,OCEAN PARKWAY-SOUTH,03-THREE FAMILY DWELLINGS,17,770000,1414647,1260000,2750000,2021
BROOKLYN,OLD MILL BASIN,01-ONE FAMILY DWELLINGS,93,226000,616644,637500,920000,2021
BROOKLYN,OLD MILL BASIN,02-TWO FAMILY DWELLINGS,47,270000,753009,785000,1120000,2021
BROOKLYN,OLD MILL BASIN,03-THREE FAMILY DWELLINGS,8,697630,957079,975000,1100000,2021
BROOKLYN,PARK SLOPE,01-ONE FAMILY DWELLINGS,23,2525000,4566217,4350000,8000000,2021
BROOKLYN,PARK SLOPE,02-TWO FAMILY DWELLINGS,77,1300000,3592595,3455000,7125000,2021
BROOKLYN,PARK SLOPE,03-THREE FAMILY DWELLINGS,35,202150,2814076,2750000,5205000,2021
BROOKLYN,PARK SLOPE SOUTH,01-ONE FAMILY DWELLINGS,20,292305,2993890,1990000,22500000,2021
BROOKLYN,PARK SLOPE SOUTH,02-TWO FAMILY DWELLINGS,55,526827,2226731,2160000,4640000,2021
BROOKLYN,PARK SLOPE SOUTH,03-THREE FAMILY DWELLINGS,11,1100000,2196364,2018000,3950000,2021
BROOKLYN,PROSPECT HEIGHTS,01-ONE FAMILY DWELLINGS,7,1500000,2746286,2849000,3425000,2021
BROOKLYN,PROSPECT HEIGHTS,02-TWO FAMILY DWELLINGS,19,930000,2954697,2800000,4350000,2021
BROOKLYN,PROSPECT HEIGHTS,03-THREE FAMILY DWELLINGS,9,1050000,2355556,2250000,3550000,2021
BROOKLYN,RED HOOK,01-ONE FAMILY DWELLINGS,4,2500000,2629717,2639433,2740000,2021
BROOKLYN,RED HOOK,02-TWO FAMILY DWELLINGS,10,780000,1638900,1565000,2675000,2021
BROOKLYN,RED HOOK,03-THREE FAMILY DWELLINGS,2,1125000,1197500,1197500,1270000,2021
BROOKLYN,SEAGATE,01-ONE FAMILY DWELLINGS,9,475000,848591,687319,2240000,2021
BROOKLYN,SEAGATE,02-TWO FAMILY DWELLINGS,9,510000,746333,695000,999000,2021
BROOKLYN,SEAGATE,03-THREE FAMILY DWELLINGS,5,220000,828000,850000,1350000,2021
BROOKLYN,SHEEPSHEAD BAY,01-ONE FAMILY DWELLINGS,87,203000,814821,800000,1700000,2021
BROOKLYN,SHEEPSHEAD BAY,02-TWO FAMILY DWELLINGS,107,430000,948537,930000,1950000,2021
BROOKLYN,SHEEPSHEAD BAY,03-THREE FAMILY DWELLINGS,17,930000,1157779,1080000,1650000,2021
BROOKLYN,SPRING CREEK,01-ONE FAMILY DWELLINGS,21,545000,548670,547180,570000,2021
BROOKLYN,SPRING CREEK,02-TWO FAMILY DWELLINGS,3,641431,674898,691631,691631,2021
BROOKLYN,SUNSET PARK,01-ONE FAMILY DWELLINGS,11,720000,1409981,1352000,2262500,2021
BROOKLYN,SUNSET PARK,02-TWO FAMILY DWELLINGS,121,225000,1605168,1330000,14840000,2021
BROOKLYN,SUNSET PARK,03-THREE FAMILY DWELLINGS,44,200062,1248456,1326000,1790000,2021
BROOKLYN,WILLIAMSBURG-CENTRAL,01-ONE FAMILY DWELLINGS,1,1540000,1540000,1540000,1540000,2021
BROOKLYN,WILLIAMSBURG-CENTRAL,02-TWO FAMILY DWELLINGS,7,363231,996069,990500,2000000,2021
BROOKLYN,WILLIAMSBURG-CENTRAL,03-THREE FAMILY DWELLINGS,8,300000,1024998,825000,1850000,2021
BROOKLYN,WILLIAMSBURG-EAST,01-ONE FAMILY DWELLINGS,15,850000,1799667,1600000,3350000,2021
BROOKLYN,WILLIAMSBURG-EAST,02-TWO FAMILY DWELLINGS,43,400000,1737791,1725000,3350000,2021
BROOKLYN,WILLIAMSBURG-EAST,03-THREE FAMILY DWELLINGS,17,1625000,2239706,2050000,3200000,2021
BROOKLYN,WILLIAMSBURG-NORTH,01-ONE FAMILY DWELLINGS,5,1300000,2235000,2100000,3700000,2021
BROOKLYN,WILLIAMSBURG-NORTH,02-TWO FAMILY DWELLINGS,11,1500000,6568545,2550000,20500000,2021
BROOKLYN,WILLIAMSBURG-NORTH,03-THREE FAMILY DWELLINGS,1,2807900,2807900,2807900,2807900,2021
BROOKLYN,WILLIAMSBURG-SOUTH,01-ONE FAMILY DWELLINGS,2,2650000,3575000,3575000,4500000,2021
BROOKLYN,WILLIAMSBURG-SOUTH,02-TWO FAMILY DWELLINGS,8,450500,2168813,2047500,3800000,2021
BROOKLYN,WILLIAMSBURG-SOUTH,03-THREE FAMILY DWELLINGS,5,917800,1598398,1600000,2500000,2021
BROOKLYN,WINDSOR TERRACE,01-ONE FAMILY DWELLINGS,30,550000,1774317,1635000,3470000,2021
BROOKLYN,WINDSOR TERRACE,02-TWO FAMILY DWELLINGS,33,575000,1740399,1650000,3500000,2021
BROOKLYN,WINDSOR TERRACE,03-THREE FAMILY DWELLINGS,6,1562500,2207917,2360000,2615000,2021
BROOKLYN,WYCKOFF HEIGHTS,01-ONE FAMILY DWELLINGS,7,725000,1041214,1100000,1325000,2021
BROOKLYN,WYCKOFF HEIGHTS,02-TWO FAMILY DWELLINGS,11,465000,1237364,1220000,1895000,2021
BROOKLYN,WYCKOFF HEIGHTS,03-THREE FAMILY DWELLINGS,8,1030000,1445537,1375000,1975000,2021
QUEENS,AIRPORT LA GUARDIA,01-ONE FAMILY DWELLINGS,4,800000,875000,875000,950000,2021
QUEENS,AIRPORT LA GUARDIA,02-TWO FAMILY DWELLINGS,1,805000,805000,805000,805000,2021
QUEENS,ARVERNE,01-ONE FAMILY DWELLINGS,27,205000,427679,441000,735000,2021
QUEENS,ARVERNE,02-TWO FAMILY DWELLINGS,85,260925,655912,662500,1200000,2021
QUEENS,ARVERNE,03-THREE FAMILY DWELLINGS,5,532365,632473,645000,700000,2021
QUEENS,ASTORIA,01-ONE FAMILY DWELLINGS,66,400000,1019123,965000,1700000,2021
QUEENS,ASTORIA,02-TWO FAMILY DWELLINGS,145,220000,1222735,1200000,2900000,2021
QUEENS,ASTORIA,03-THREE FAMILY DWELLINGS,57,300000,1312987,1365000,1817500,2021
QUEENS,BAYSIDE,01-ONE FAMILY DWELLINGS,392,220000,963879,902750,2460000,2021
QUEENS,BAYSIDE,02-TWO FAMILY DWELLINGS,115,200000,1223084,1297000,1955040,2021
QUEENS,BAYSIDE,03-THREE FAMILY DWELLINGS,21,200000,1270161,1330000,1825000,2021
QUEENS,BEECHHURST,01-ONE FAMILY DWELLINGS,65,200000,1099095,999999,2630000,2021
QUEENS,BEECHHURST,02-TWO FAMILY DWELLINGS,7,1130000,1236429,1235000,1380000,2021
QUEENS,BELLE HARBOR,01-ONE FAMILY DWELLINGS,38,400000,1039355,989000,1720000,2021
QUEENS,BELLE HARBOR,02-TWO FAMILY DWELLINGS,24,677250,1111459,992000,1883763,2021
QUEENS,BELLE HARBOR,03-THREE FAMILY DWELLINGS,2,1150000,1150000,1150000,1150000,2021
QUEENS,BELLEROSE,01-ONE FAMILY DWELLINGS,137,224000,684842,675000,1238000,2021
QUEENS,BELLEROSE,02-TWO FAMILY DWELLINGS,29,362500,776569,751000,1348000,2021
QUEENS,BELLEROSE,03-THREE FAMILY DWELLINGS,4,976000,987250,987500,998000,2021
QUEENS,BREEZY POINT,01-ONE FAMILY DWELLINGS,78,200000,655367,625000,1250000,2021
QUEENS,BRIARWOOD,01-ONE FAMILY DWELLINGS,29,560000,773948,750000,1050000,2021
QUEENS,BRIARWOOD,02-TWO FAMILY DWELLINGS,6,600000,961750,1007750,1145000,2021
QUEENS,BRIARWOOD,03-THREE FAMILY DWELLINGS,6,969000,1139333,992500,1545000,2021
QUEENS,BROAD CHANNEL,01-ONE FAMILY DWELLINGS,31,215000,424468,400000,690000,2021
QUEENS,BROAD CHANNEL,02-TWO FAMILY DWELLINGS,4,334500,496125,500000,650000,2021
QUEENS,CAMBRIA HEIGHTS,01-ONE FAMILY DWELLINGS,104,200000,561066,582500,998000,2021
QUEENS,CAMBRIA HEIGHTS,02-TWO FAMILY DWELLINGS,7,427500,613929,620000,890000,2021
QUEENS,COLLEGE POINT,01-ONE FAMILY DWELLINGS,79,207552,766232,728000,1800000,2021
QUEENS,COLLEGE POINT,02-TWO FAMILY DWELLINGS,102,350000,996700,980000,1600000,2021
QUEENS,COLLEGE POINT,03-THREE FAMILY DWELLINGS,15,384000,1094982,1000000,1720000,2021
QUEENS,CORONA,01-ONE FAMILY DWELLINGS,22,480000,725155,749000,985000,2021
QUEENS,CORONA,02-TWO FAMILY DWELLINGS,74,355000,1041674,992500,1950000,2021
QUEENS,CORONA,03-THREE FAMILY DWELLINGS,60,240000,1145026,1225900,1771755,2021
QUEENS,DOUGLASTON,01-ONE FAMILY DWELLINGS,99,440000,1110767,995000,2850000,2021
QUEENS,DOUGLASTON,02-TWO FAMILY DWELLINGS,12,705000,1113292,1127500,1468500,2021
QUEENS,EAST ELMHURST,01-ONE FAMILY DWELLINGS,37,400000,712199,700000,1030000,2021
QUEENS,EAST ELMHURST,02-TWO FAMILY DWELLINGS,40,330000,1003722,992500,1476463,2021
QUEENS,EAST ELMHURST,03-THREE FAMILY DWELLINGS,12,710000,1148417,1181500,1580000,2021
QUEENS,ELMHURST,01-ONE FAMILY DWELLINGS,66,350000,835022,846500,1500000,2021
QUEENS,ELMHURST,02-TWO FAMILY DWELLINGS,80,200000,1032451,990000,1638000,2021
QUEENS,ELMHURST,03-THREE FAMILY DWELLINGS,46,300000,1262113,1345000,1780000,2021
QUEENS,FAR ROCKAWAY,01-ONE FAMILY DWELLINGS,85,210000,658382,565000,2100000,2021
QUEENS,FAR ROCKAWAY,02-TWO FAMILY DWELLINGS,70,200000,650964,621500,1275000,2021
QUEENS,FAR ROCKAWAY,03-THREE FAMILY DWELLINGS,26,200000,753249,766000,1300000,2021
QUEENS,FLORAL PARK,01-ONE FAMILY DWELLINGS,127,200000,757889,735000,1450000,2021
QUEENS,FLORAL PARK,02-TWO FAMILY DWELLINGS,4,900000,918750,922500,930000,2021
QUEENS,FLORAL PARK,03-THREE FAMILY DWELLINGS,1,940000,940000,940000,940000,2021
QUEENS,FLUSHING-NORTH,01-ONE FAMILY DWELLINGS,533,200000,990340,935000,6600000,2021
QUEENS,FLUSHING-NORTH,02-TWO FAMILY DWELLINGS,181,223080,1230706,1288000,2200000,2021
QUEENS,FLUSHING-NORTH,03-THREE FAMILY DWELLINGS,53,668000,1526317,1570000,2360000,2021
QUEENS,FLUSHING-SOUTH,01-ONE FAMILY DWELLINGS,245,215000,905367,855000,2300000,2021
QUEENS,FLUSHING-SOUTH,02-TWO FAMILY DWELLINGS,62,365000,1148597,1153000,1800000,2021
QUEENS,FLUSHING-SOUTH,03-THREE FAMILY DWELLINGS,19,910000,1440384,1280000,1914310,2021
QUEENS,FOREST HILLS,01-ONE FAMILY DWELLINGS,156,279000,1375515,1145000,4000000,2021
QUEENS,FOREST HILLS,02-TWO FAMILY DWELLINGS,20,700000,1042840,969944,1633000,2021
QUEENS,FOREST HILLS,03-THREE FAMILY DWELLINGS,3,415000,630000,485000,990000,2021
QUEENS,FRESH MEADOWS,01-ONE FAMILY DWELLINGS,93,240000,990478,977000,1850000,2021
QUEENS,FRESH MEADOWS,02-TWO FAMILY DWELLINGS,13,888000,1106769,1100000,1490000,2021
QUEENS,FRESH MEADOWS,03-THREE FAMILY DWELLINGS,1,1360000,1360000,1360000,1360000,2021
QUEENS,GLEN OAKS,01-ONE FAMILY DWELLINGS,25,200000,702400,710000,1200000,2021
QUEENS,GLEN OAKS,02-TWO FAMILY DWELLINGS,1,1150000,1150000,1150000,1150000,2021
QUEENS,GLENDALE,01-ONE FAMILY DWELLINGS,98,300000,737780,715000,1240000,2021
QUEENS,GLENDALE,02-TWO FAMILY DWELLINGS,125,300000,844470,850000,1280000,2021
QUEENS,GLENDALE,03-THREE FAMILY DWELLINGS,20,300000,929328,912500,1360000,2021
QUEENS,HAMMELS,01-ONE FAMILY DWELLINGS,14,241200,537979,527250,1065000,2021
QUEENS,HAMMELS,02-TWO FAMILY DWELLINGS,12,361600,757092,811000,866000,2021
QUEENS,HILLCREST,01-ONE FAMILY DWELLINGS,36,496860,744586,720250,1050000,2021
